#{"t_start": 1735835657.811852, "env_id": "highway-v0"}
r,l,t
14.188703,21,10.701185
21.329118,29,24.688813
3.338435,5,27.083611
5.891117,9,31.387777
10.98784,15,38.514336
7.461519,10,43.386442
1.763941,3,44.779541
25.600551,35,61.627446
