#{"t_start": 1736158078.189758, "env_id": "highway-v0"}
r,l,t
220.260815,300,49.457738
102.260815,140,72.264883
220.127481,300,122.291611
220.292644,300,171.450224
219.860815,300,220.317861
220.05931,300,269.899265
220.294148,300,318.866355
220.160815,300,368.137692
220.060815,300,417.286455
