#{"t_start": 1736172085.6931338, "env_id": "highway-v0"}
r,l,t
219.660681,300,49.122043
217.660792,300,98.69252
220.15931,300,148.215618
219.560811,300,197.266602
219.027481,300,246.520535
220.027481,300,296.080309
220.027481,300,345.625637
220.027481,300,394.492845
