#{"t_start": 1736114943.744024, "env_id": "highway-v0"}
r,l,t
222.393483,300,43.57445
216.325981,300,87.273052
216.727478,300,130.618917
25.560815,35,135.635403
214.75627,300,179.515997
82.59111,113,195.854547
26.092646,36,201.06198
110.45891,153,223.279467
218.953767,300,266.842338
213.827447,300,310.472718
218.755284,300,354.251526
